subscriber_id,tier,acquisition_segment,engagement_segment,monetization_segment,composite_key
SUB000090,annual,habitual_streamers,ad_value_seekers,value_perception_buyers,habitual_streamers|ad_value_seekers|value_perception_buyers
SUB000091,annual,dormant_subscribers,price_triggered_downgraders,content_triggered_buyers,dormant_subscribers|price_triggered_downgraders|content_triggered_buyers
SUB000092,ad_supported,dormant_subscribers,ad_value_seekers,deal_responsive_acquirers,dormant_subscribers|ad_value_seekers|deal_responsive_acquirers
SUB000093,annual,content_anchored_viewers,tvod_inclined_buyers,platform_bundled_acquirers,content_anchored_viewers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000094,ad_free,promo_only_users,ad_free_loyalists,value_perception_buyers,promo_only_users|ad_free_loyalists|value_perception_buyers
SUB000095,ad_supported,habitual_streamers,tvod_inclined_buyers,tvod_to_svod_converters,habitual_streamers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000096,annual,content_anchored_viewers,price_triggered_downgraders,content_triggered_buyers,content_anchored_viewers|price_triggered_downgraders|content_triggered_buyers
SUB000097,ad_free,habitual_streamers,price_triggered_downgraders,tvod_to_svod_converters,habitual_streamers|price_triggered_downgraders|tvod_to_svod_converters
SUB000098,ad_free,content_anchored_viewers,price_triggered_downgraders,content_triggered_buyers,content_anchored_viewers|price_triggered_downgraders|content_triggered_buyers
SUB000099,ad_free,content_anchored_viewers,price_triggered_downgraders,platform_bundled_acquirers,content_anchored_viewers|price_triggered_downgraders|platform_bundled_acquirers
SUB000100,ad_supported,content_anchored_viewers,ad_tolerant_upgraders,platform_bundled_acquirers,content_anchored_viewers|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000101,ad_supported,content_anchored_viewers,tvod_inclined_buyers,platform_bundled_acquirers,content_anchored_viewers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000102,ad_supported,promo_only_users,ad_value_seekers,content_triggered_buyers,promo_only_users|ad_value_seekers|content_triggered_buyers
SUB000103,ad_supported,dormant_subscribers,ad_free_loyalists,tvod_to_svod_converters,dormant_subscribers|ad_free_loyalists|tvod_to_svod_converters
SUB000104,ad_free,habitual_streamers,ad_free_loyalists,deal_responsive_acquirers,habitual_streamers|ad_free_loyalists|deal_responsive_acquirers
SUB000105,ad_free,content_anchored_viewers,ad_free_loyalists,value_perception_buyers,content_anchored_viewers|ad_free_loyalists|value_perception_buyers
SUB000106,annual,content_anchored_viewers,ad_value_seekers,deal_responsive_acquirers,content_anchored_viewers|ad_value_seekers|deal_responsive_acquirers
SUB000107,ad_supported,habitual_streamers,price_triggered_downgraders,tvod_to_svod_converters,habitual_streamers|price_triggered_downgraders|tvod_to_svod_converters
SUB000108,ad_supported,dormant_subscribers,price_triggered_downgraders,content_triggered_buyers,dormant_subscribers|price_triggered_downgraders|content_triggered_buyers
SUB000109,annual,dormant_subscribers,tvod_inclined_buyers,value_perception_buyers,dormant_subscribers|tvod_inclined_buyers|value_perception_buyers
SUB000110,ad_free,promo_only_users,ad_value_seekers,tvod_to_svod_converters,promo_only_users|ad_value_seekers|tvod_to_svod_converters
SUB000111,ad_free,dormant_subscribers,tvod_inclined_buyers,platform_bundled_acquirers,dormant_subscribers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000112,ad_free,dormant_subscribers,price_triggered_downgraders,deal_responsive_acquirers,dormant_subscribers|price_triggered_downgraders|deal_responsive_acquirers
SUB000113,ad_supported,content_anchored_viewers,ad_free_loyalists,deal_responsive_acquirers,content_anchored_viewers|ad_free_loyalists|deal_responsive_acquirers
SUB000114,annual,dormant_subscribers,price_triggered_downgraders,content_triggered_buyers,dormant_subscribers|price_triggered_downgraders|content_triggered_buyers
SUB000115,ad_free,promo_only_users,ad_value_seekers,tvod_to_svod_converters,promo_only_users|ad_value_seekers|tvod_to_svod_converters
SUB000116,annual,dormant_subscribers,tvod_inclined_buyers,content_triggered_buyers,dormant_subscribers|tvod_inclined_buyers|content_triggered_buyers
SUB000117,annual,dormant_subscribers,tvod_inclined_buyers,deal_responsive_acquirers,dormant_subscribers|tvod_inclined_buyers|deal_responsive_acquirers
SUB000118,ad_free,content_anchored_viewers,ad_tolerant_upgraders,deal_responsive_acquirers,content_anchored_viewers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000119,ad_free,dormant_subscribers,ad_free_loyalists,platform_bundled_acquirers,dormant_subscribers|ad_free_loyalists|platform_bundled_acquirers
SUB000120,annual,at_risk_lapsers,tvod_inclined_buyers,platform_bundled_acquirers,at_risk_lapsers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000121,ad_free,promo_only_users,ad_free_loyalists,tvod_to_svod_converters,promo_only_users|ad_free_loyalists|tvod_to_svod_converters
SUB000122,ad_free,dormant_subscribers,tvod_inclined_buyers,tvod_to_svod_converters,dormant_subscribers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000123,ad_supported,content_anchored_viewers,ad_free_loyalists,deal_responsive_acquirers,content_anchored_viewers|ad_free_loyalists|deal_responsive_acquirers
SUB000124,ad_supported,content_anchored_viewers,ad_value_seekers,content_triggered_buyers,content_anchored_viewers|ad_value_seekers|content_triggered_buyers
SUB000125,ad_free,promo_only_users,ad_free_loyalists,content_triggered_buyers,promo_only_users|ad_free_loyalists|content_triggered_buyers
SUB000126,ad_free,dormant_subscribers,ad_free_loyalists,platform_bundled_acquirers,dormant_subscribers|ad_free_loyalists|platform_bundled_acquirers
SUB000127,annual,promo_only_users,ad_tolerant_upgraders,deal_responsive_acquirers,promo_only_users|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000128,annual,at_risk_lapsers,tvod_inclined_buyers,tvod_to_svod_converters,at_risk_lapsers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000129,ad_supported,promo_only_users,ad_value_seekers,content_triggered_buyers,promo_only_users|ad_value_seekers|content_triggered_buyers
SUB000130,ad_supported,content_anchored_viewers,ad_value_seekers,platform_bundled_acquirers,content_anchored_viewers|ad_value_seekers|platform_bundled_acquirers
SUB000131,ad_free,habitual_streamers,ad_value_seekers,content_triggered_buyers,habitual_streamers|ad_value_seekers|content_triggered_buyers
SUB000132,annual,content_anchored_viewers,price_triggered_downgraders,tvod_to_svod_converters,content_anchored_viewers|price_triggered_downgraders|tvod_to_svod_converters
SUB000133,ad_supported,at_risk_lapsers,tvod_inclined_buyers,platform_bundled_acquirers,at_risk_lapsers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000134,annual,dormant_subscribers,tvod_inclined_buyers,value_perception_buyers,dormant_subscribers|tvod_inclined_buyers|value_perception_buyers
SUB000135,ad_supported,promo_only_users,ad_free_loyalists,platform_bundled_acquirers,promo_only_users|ad_free_loyalists|platform_bundled_acquirers
SUB000136,ad_supported,habitual_streamers,ad_tolerant_upgraders,content_triggered_buyers,habitual_streamers|ad_tolerant_upgraders|content_triggered_buyers
SUB000137,ad_supported,at_risk_lapsers,ad_value_seekers,deal_responsive_acquirers,at_risk_lapsers|ad_value_seekers|deal_responsive_acquirers
SUB000138,ad_free,habitual_streamers,ad_free_loyalists,platform_bundled_acquirers,habitual_streamers|ad_free_loyalists|platform_bundled_acquirers
SUB000139,ad_supported,content_anchored_viewers,ad_free_loyalists,content_triggered_buyers,content_anchored_viewers|ad_free_loyalists|content_triggered_buyers
SUB000140,ad_supported,at_risk_lapsers,price_triggered_downgraders,value_perception_buyers,at_risk_lapsers|price_triggered_downgraders|value_perception_buyers
SUB000141,ad_free,content_anchored_viewers,price_triggered_downgraders,platform_bundled_acquirers,content_anchored_viewers|price_triggered_downgraders|platform_bundled_acquirers
SUB000142,ad_supported,promo_only_users,price_triggered_downgraders,platform_bundled_acquirers,promo_only_users|price_triggered_downgraders|platform_bundled_acquirers
SUB000143,ad_free,habitual_streamers,ad_tolerant_upgraders,deal_responsive_acquirers,habitual_streamers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000144,annual,dormant_subscribers,ad_value_seekers,platform_bundled_acquirers,dormant_subscribers|ad_value_seekers|platform_bundled_acquirers
SUB000145,annual,promo_only_users,ad_value_seekers,tvod_to_svod_converters,promo_only_users|ad_value_seekers|tvod_to_svod_converters
SUB000146,ad_free,at_risk_lapsers,price_triggered_downgraders,platform_bundled_acquirers,at_risk_lapsers|price_triggered_downgraders|platform_bundled_acquirers
SUB000147,annual,content_anchored_viewers,ad_tolerant_upgraders,tvod_to_svod_converters,content_anchored_viewers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000148,ad_free,content_anchored_viewers,ad_value_seekers,value_perception_buyers,content_anchored_viewers|ad_value_seekers|value_perception_buyers
SUB000149,annual,at_risk_lapsers,tvod_inclined_buyers,value_perception_buyers,at_risk_lapsers|tvod_inclined_buyers|value_perception_buyers
SUB000150,ad_supported,content_anchored_viewers,ad_tolerant_upgraders,platform_bundled_acquirers,content_anchored_viewers|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000151,ad_supported,at_risk_lapsers,ad_free_loyalists,value_perception_buyers,at_risk_lapsers|ad_free_loyalists|value_perception_buyers
SUB000152,annual,content_anchored_viewers,ad_value_seekers,platform_bundled_acquirers,content_anchored_viewers|ad_value_seekers|platform_bundled_acquirers
SUB000153,ad_free,habitual_streamers,ad_tolerant_upgraders,content_triggered_buyers,habitual_streamers|ad_tolerant_upgraders|content_triggered_buyers
SUB000154,ad_free,at_risk_lapsers,price_triggered_downgraders,content_triggered_buyers,at_risk_lapsers|price_triggered_downgraders|content_triggered_buyers
SUB000155,ad_supported,dormant_subscribers,ad_tolerant_upgraders,content_triggered_buyers,dormant_subscribers|ad_tolerant_upgraders|content_triggered_buyers
SUB000156,ad_free,dormant_subscribers,ad_free_loyalists,tvod_to_svod_converters,dormant_subscribers|ad_free_loyalists|tvod_to_svod_converters
SUB000157,ad_free,at_risk_lapsers,ad_free_loyalists,content_triggered_buyers,at_risk_lapsers|ad_free_loyalists|content_triggered_buyers
SUB000158,annual,at_risk_lapsers,tvod_inclined_buyers,platform_bundled_acquirers,at_risk_lapsers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000159,ad_supported,at_risk_lapsers,ad_free_loyalists,content_triggered_buyers,at_risk_lapsers|ad_free_loyalists|content_triggered_buyers
SUB000160,annual,dormant_subscribers,ad_free_loyalists,tvod_to_svod_converters,dormant_subscribers|ad_free_loyalists|tvod_to_svod_converters
SUB000161,ad_free,at_risk_lapsers,ad_free_loyalists,tvod_to_svod_converters,at_risk_lapsers|ad_free_loyalists|tvod_to_svod_converters
SUB000162,annual,dormant_subscribers,ad_tolerant_upgraders,tvod_to_svod_converters,dormant_subscribers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000163,ad_free,habitual_streamers,ad_free_loyalists,tvod_to_svod_converters,habitual_streamers|ad_free_loyalists|tvod_to_svod_converters
SUB000164,ad_supported,content_anchored_viewers,tvod_inclined_buyers,tvod_to_svod_converters,content_anchored_viewers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000165,ad_supported,habitual_streamers,tvod_inclined_buyers,tvod_to_svod_converters,habitual_streamers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000166,annual,promo_only_users,tvod_inclined_buyers,platform_bundled_acquirers,promo_only_users|tvod_inclined_buyers|platform_bundled_acquirers
SUB000167,annual,habitual_streamers,ad_free_loyalists,deal_responsive_acquirers,habitual_streamers|ad_free_loyalists|deal_responsive_acquirers
SUB000168,ad_supported,content_anchored_viewers,ad_tolerant_upgraders,platform_bundled_acquirers,content_anchored_viewers|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000169,ad_free,content_anchored_viewers,ad_tolerant_upgraders,value_perception_buyers,content_anchored_viewers|ad_tolerant_upgraders|value_perception_buyers
SUB000170,annual,promo_only_users,ad_value_seekers,content_triggered_buyers,promo_only_users|ad_value_seekers|content_triggered_buyers
SUB000171,ad_supported,dormant_subscribers,price_triggered_downgraders,value_perception_buyers,dormant_subscribers|price_triggered_downgraders|value_perception_buyers
SUB000172,ad_free,habitual_streamers,ad_value_seekers,platform_bundled_acquirers,habitual_streamers|ad_value_seekers|platform_bundled_acquirers
SUB000173,ad_supported,dormant_subscribers,price_triggered_downgraders,tvod_to_svod_converters,dormant_subscribers|price_triggered_downgraders|tvod_to_svod_converters
SUB000174,ad_supported,habitual_streamers,price_triggered_downgraders,content_triggered_buyers,habitual_streamers|price_triggered_downgraders|content_triggered_buyers
SUB000175,ad_supported,at_risk_lapsers,ad_value_seekers,deal_responsive_acquirers,at_risk_lapsers|ad_value_seekers|deal_responsive_acquirers
SUB000176,ad_supported,promo_only_users,tvod_inclined_buyers,content_triggered_buyers,promo_only_users|tvod_inclined_buyers|content_triggered_buyers
SUB000177,annual,content_anchored_viewers,ad_tolerant_upgraders,value_perception_buyers,content_anchored_viewers|ad_tolerant_upgraders|value_perception_buyers
SUB000178,ad_free,promo_only_users,ad_tolerant_upgraders,deal_responsive_acquirers,promo_only_users|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000179,ad_free,promo_only_users,ad_value_seekers,content_triggered_buyers,promo_only_users|ad_value_seekers|content_triggered_buyers
SUB000180,ad_supported,content_anchored_viewers,ad_tolerant_upgraders,deal_responsive_acquirers,content_anchored_viewers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000181,annual,dormant_subscribers,price_triggered_downgraders,platform_bundled_acquirers,dormant_subscribers|price_triggered_downgraders|platform_bundled_acquirers
SUB000182,annual,content_anchored_viewers,tvod_inclined_buyers,tvod_to_svod_converters,content_anchored_viewers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000183,ad_supported,at_risk_lapsers,price_triggered_downgraders,deal_responsive_acquirers,at_risk_lapsers|price_triggered_downgraders|deal_responsive_acquirers
SUB000184,ad_supported,promo_only_users,ad_value_seekers,content_triggered_buyers,promo_only_users|ad_value_seekers|content_triggered_buyers
SUB000185,annual,at_risk_lapsers,tvod_inclined_buyers,deal_responsive_acquirers,at_risk_lapsers|tvod_inclined_buyers|deal_responsive_acquirers
SUB000186,annual,content_anchored_viewers,price_triggered_downgraders,content_triggered_buyers,content_anchored_viewers|price_triggered_downgraders|content_triggered_buyers
SUB000187,annual,habitual_streamers,ad_value_seekers,platform_bundled_acquirers,habitual_streamers|ad_value_seekers|platform_bundled_acquirers
SUB000188,ad_free,promo_only_users,ad_tolerant_upgraders,platform_bundled_acquirers,promo_only_users|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000189,annual,at_risk_lapsers,price_triggered_downgraders,content_triggered_buyers,at_risk_lapsers|price_triggered_downgraders|content_triggered_buyers
SUB000190,ad_free,content_anchored_viewers,ad_free_loyalists,value_perception_buyers,content_anchored_viewers|ad_free_loyalists|value_perception_buyers
SUB000191,annual,content_anchored_viewers,ad_tolerant_upgraders,deal_responsive_acquirers,content_anchored_viewers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000192,ad_free,content_anchored_viewers,ad_free_loyalists,platform_bundled_acquirers,content_anchored_viewers|ad_free_loyalists|platform_bundled_acquirers
