subscriber_id,acquisition_date,tier,acquisition_channel,device_type,age_group,tenure_days,tenure_months,engagement_score,active_days_30d,watch_time_30d,unique_content_30d,churned,churn_date,current_price,is_active
SUB_000138,2024-07-25,ad_free,paid_social,smart_tv,45-54,159,5.3,0.2546544023854834,3,20.610347710976885,1,True,2024-10-18,9.99,False
SUB_000139,2022-08-20,ad_supported,organic,mobile,55+,864,28.8,0.020892320210629853,1,0.5584481011796498,0,True,2023-11-21,5.99,False
SUB_000140,2024-04-29,ad_supported,organic,web,35-44,246,8.2,0.37150377294140563,8,90.50493806722734,4,False,,5.99,True
SUB_000141,2022-08-21,ad_supported,organic,smart_tv,18-24,863,28.766666666666666,0.4911502121445875,13,143.01140217293047,9,False,,5.99,True
SUB_000142,2024-11-26,ad_supported,paid_social,web,35-44,35,1.1666666666666667,0.36932563195617485,9,66.44330651545846,4,False,,5.99,True
SUB_000143,2022-08-24,ad_supported,organic,web,18-24,860,28.666666666666668,0.5685510249689426,12,249.17011599930456,10,False,,5.99,True
SUB_000144,2022-11-09,ad_free,paid_search,mobile,18-24,783,26.1,0.4366702551512973,7,127.89837727614385,4,False,,9.99,True
SUB_000145,2023-06-17,ad_supported,organic,web,18-24,563,18.766666666666666,0.10653515872059172,0,0.0,0,False,,5.99,True
SUB_000146,2022-09-06,ad_free,paid_social,mobile,18-24,847,28.233333333333334,0.4477849698723371,11,103.95804410593715,7,False,,9.99,True
SUB_000147,2024-11-24,ad_supported,paid_social,mobile,45-54,37,1.2333333333333334,0.2952097653857484,9,83.54168075455807,3,True,2024-12-29,5.99,False
SUB_000148,2023-04-26,ad_free,paid_social,mobile,25-34,615,20.5,0.7784808900553453,23,701.1595460282875,26,True,2024-11-26,9.99,False
SUB_000149,2024-01-26,ad_free,paid_social,web,35-44,340,11.333333333333334,0.5805020930377871,16,340.1386804248302,13,False,,9.99,True
SUB_000150,2024-12-28,ad_free,organic,smart_tv,35-44,3,0.1,0.5564258237668726,12,152.29756828793526,10,False,,9.99,True
SUB_000151,2023-01-11,ad_free,paid_search,roku,18-24,720,24.0,0.668830333296787,16,241.87935268718158,16,False,,9.99,True
SUB_000152,2022-06-28,ad_supported,paid_social,mobile,25-34,917,30.566666666666666,0.3074342102427349,6,47.02597392840433,2,False,,5.99,True
SUB_000153,2024-05-01,ad_supported,paid_social,web,25-34,244,8.133333333333333,0.5928282697103264,11,120.18547877823106,9,False,,5.99,True
SUB_000154,2022-04-21,ad_free,partner,mobile,35-44,985,32.833333333333336,0.30717326792360133,9,51.57572037967253,4,True,2022-10-01,9.99,False
SUB_000155,2023-11-17,ad_supported,paid_search,mobile,25-34,410,13.666666666666666,0.6076049197138088,15,347.8721634278788,13,False,,5.99,True
SUB_000157,2024-04-22,ad_supported,organic,web,35-44,253,8.433333333333334,0.2171734179619141,5,30.942169294728874,1,False,,5.99,True
SUB_000158,2023-03-23,ad_supported,referral,mobile,25-34,649,21.633333333333333,0.7596011960922602,20,617.5818974954745,22,True,2023-05-18,5.99,False
SUB_000159,2023-01-22,ad_supported,partner,mobile,55+,709,23.633333333333333,0.5919484939597527,11,151.64637329473845,9,True,2024-06-11,5.99,False
SUB_000160,2022-11-06,ad_free,paid_search,roku,35-44,786,26.2,0.222803971788747,4,19.228005122707376,1,False,,9.99,True
SUB_000161,2024-04-27,ad_free,partner,web,25-34,248,8.266666666666667,0.45729980361343403,11,80.02665984578809,7,False,,9.99,True
SUB_000162,2022-09-22,ad_free,paid_search,mobile,45-54,831,27.7,0.2408064973744523,6,28.382094121506906,2,False,,9.99,True
SUB_000163,2022-05-05,ad_free,paid_search,smart_tv,45-54,971,32.36666666666667,0.40157069533836953,9,112.16248267732786,5,False,,9.99,True
SUB_000164,2023-10-20,ad_supported,paid_social,smart_tv,35-44,438,14.6,0.44434363986241737,11,119.13025270585193,7,False,,5.99,True
SUB_000165,2023-06-05,ad_free,paid_search,mobile,45-54,575,19.166666666666668,0.6321543537932429,16,169.33708105378847,15,False,,9.99,True
SUB_000166,2024-08-08,ad_free,paid_search,web,55+,145,4.833333333333333,0.38218009625824595,11,75.70792956371358,6,False,,9.99,True
SUB_000167,2023-07-23,ad_free,referral,mobile,45-54,527,17.566666666666666,0.2278658765657218,6,37.725494924639754,2,False,,9.99,True
SUB_000168,2023-06-22,ad_free,partner,firetv,55+,558,18.6,0.3991489048900007,7,88.27671997423192,4,False,,9.99,True
SUB_000169,2023-10-21,ad_supported,paid_social,web,45-54,437,14.566666666666666,0.09125547207003815,1,3.343954142842352,0,False,,5.99,True
SUB_000170,2023-06-19,ad_free,referral,firetv,25-34,561,18.7,0.5041516691731759,15,217.19045721089967,11,True,2024-06-16,9.99,False
SUB_000171,2023-08-02,ad_free,paid_social,firetv,55+,517,17.233333333333334,0.3213722057672435,10,50.68120268189082,4,False,,9.99,True
SUB_000172,2024-10-30,ad_free,organic,roku,25-34,62,2.066666666666667,0.3823404991102301,12,175.64247005445486,6,False,,9.99,True
SUB_000173,2023-07-28,ad_supported,paid_social,web,45-54,522,17.4,0.23329846588292036,5,33.22987608396158,1,False,,5.99,True
SUB_000174,2022-04-11,ad_free,paid_social,mobile,35-44,995,33.166666666666664,0.6744355335181579,18,292.9174149479727,18,False,,9.99,True
SUB_000176,2022-04-11,ad_free,paid_social,roku,18-24,995,33.166666666666664,0.4109492786143722,9,49.19552305578739,5,True,2022-12-01,9.99,False
SUB_000177,2024-09-23,ad_supported,paid_social,web,35-44,99,3.3,0.7416855924207985,14,361.6673075474076,15,False,,5.99,True
SUB_000178,2023-08-11,ad_supported,paid_search,web,45-54,508,16.933333333333334,0.6674931432600355,17,383.50066963785616,17,False,,5.99,True
SUB_000179,2023-07-15,ad_free,paid_social,web,35-44,535,17.833333333333332,0.7950254601244974,20,330.4206066814059,23,False,,9.99,True
SUB_000180,2023-06-22,ad_free,paid_search,mobile,35-44,558,18.6,0.8371334485076201,25,770.6014781868993,31,False,,9.99,True
SUB_000181,2024-06-12,ad_free,paid_social,mobile,18-24,202,6.733333333333333,0.7100327211901998,20,519.5156780844352,21,True,2024-08-26,9.99,False
SUB_000182,2022-03-19,ad_free,paid_search,smart_tv,18-24,1018,33.93333333333333,0.6412855094291281,15,376.44809938114406,14,False,,9.99,True
SUB_000183,2023-07-19,ad_free,partner,roku,25-34,531,17.7,0.1925494249338793,3,13.797791910117,0,False,,9.99,True
SUB_000184,2023-02-09,ad_supported,partner,smart_tv,55+,691,23.033333333333335,0.13690867574713628,2,9.208794139580032,0,True,2023-07-07,5.99,False
SUB_000185,2024-08-15,ad_supported,paid_search,mobile,25-34,138,4.6,0.4197151779011729,11,205.32618730812453,6,True,2024-09-25,5.99,False
SUB_000186,2023-01-27,ad_free,paid_search,mobile,25-34,704,23.466666666666665,0.16599393470172594,5,18.76545747866948,1,False,,9.99,True
SUB_000187,2024-05-23,ad_free,organic,web,25-34,222,7.4,0.8460405629592175,21,683.956186498359,26,True,2024-08-04,9.99,False
SUB_000188,2023-01-13,ad_free,organic,mobile,25-34,718,23.933333333333334,0.467276908167758,10,210.19027860044915,7,False,,9.99,True
SUB_000189,2024-01-02,ad_free,partner,mobile,25-34,364,12.133333333333333,0.52516268958643,13,199.41543061014247,10,True,2024-11-13,9.99,False
SUB_000190,2022-09-15,ad_free,paid_search,mobile,25-34,838,27.933333333333334,0.6150462724280499,16,245.7078462182119,14,True,2024-08-28,9.99,False
SUB_000192,2024-04-12,ad_free,paid_search,mobile,25-34,263,8.766666666666667,0.716380367313913,16,371.3130648121897,17,True,2024-07-26,9.99,False
SUB_000193,2023-08-17,ad_free,organic,mobile,35-44,502,16.733333333333334,0.6282555359073942,16,398.26246155656963,15,False,,9.99,True
SUB_000194,2024-04-24,ad_free,paid_search,roku,35-44,251,8.366666666666667,0.6312867176986403,14,129.24846112670647,13,True,2024-12-07,9.99,False
SUB_000196,2022-10-27,ad_free,partner,roku,18-24,796,26.533333333333335,0.5852852716255229,16,178.05591374608406,14,True,2023-07-09,9.99,False
SUB_000197,2024-12-01,ad_free,organic,mobile,35-44,30,1.0,0.7263177597042834,16,231.74143541981041,17,True,2024-12-31,9.99,False
SUB_000198,2022-04-11,ad_free,partner,mobile,55+,995,33.166666666666664,0.0548223577299568,0,0.0,0,False,,9.99,True
SUB_000200,2022-08-03,ad_free,organic,smart_tv,18-24,881,29.366666666666667,0.112487483045782,3,12.212382332804768,0,False,,9.99,True
SUB_000201,2024-06-29,ad_free,referral,mobile,35-44,185,6.166666666666667,0.534766601760433,14,271.40519540612075,11,False,,9.99,True
SUB_000202,2022-07-26,ad_supported,paid_search,web,35-44,889,29.633333333333333,0.3006551835605165,10,84.29805676778788,4,False,,5.99,True
SUB_000203,2022-11-21,ad_free,paid_search,mobile,18-24,771,25.7,0.371265995856105,6,95.31045352146175,3,False,,9.99,True
SUB_000204,2022-02-18,ad_free,partner,mobile,35-44,1047,34.9,0.565736450955267,14,335.2837407833148,11,True,2024-07-12,9.99,False
SUB_000205,2022-04-05,ad_supported,partner,mobile,35-44,1001,33.36666666666667,0.6810803810614497,18,165.88700622394708,18,False,,5.99,True
SUB_000206,2022-01-19,ad_free,referral,mobile,35-44,1077,35.9,0.5233706775885186,10,126.61550352137661,7,False,,9.99,True
SUB_000207,2023-01-08,ad_free,referral,mobile,45-54,723,24.1,0.330790184890195,9,144.58781731381387,4,False,,9.99,True
SUB_000209,2024-12-16,ad_supported,paid_social,roku,45-54,15,0.5,0.43338813841555,6,54.59574416685836,3,True,2024-12-31,5.99,False
SUB_000210,2022-04-19,ad_free,paid_social,mobile,35-44,987,32.9,0.41803055987348203,10,134.1683391209861,6,False,,9.99,True
