date,tier,base_price,is_promo,promo_discount_pct,effective_price,price_changed,price_change_pct
2022-09-25,ad_supported,4.99,False,0.0,4.99,False,0.0
2022-09-25,ad_free,6.99,False,0.0,6.99,False,0.0
2022-10-02,ad_supported,4.99,False,0.0,4.99,False,0.0
2022-10-02,ad_free,6.99,False,0.0,6.99,False,0.0
2022-10-09,ad_supported,4.99,False,0.0,4.99,False,0.0
2022-10-09,ad_free,6.99,False,0.0,6.99,False,0.0
2022-10-16,ad_supported,4.99,False,0.0,4.99,False,0.0
2022-10-16,ad_free,6.99,False,0.0,6.99,False,0.0
2022-10-23,ad_supported,4.99,False,0.0,4.99,False,0.0
2022-10-23,ad_free,6.99,False,0.0,6.99,False,0.0
2022-10-30,ad_supported,4.99,False,0.0,4.99,False,0.0
2022-10-30,ad_free,6.99,False,0.0,6.99,False,0.0
2022-11-06,ad_supported,4.99,True,0.3,3.493,False,0.0
2022-11-06,ad_free,6.99,True,0.3,4.893,False,0.0
2022-11-13,ad_supported,4.99,True,0.3,3.493,False,0.0
2022-11-13,ad_free,6.99,True,0.3,4.893,False,0.0
2022-11-20,ad_supported,4.99,True,0.3,3.493,False,0.0
2022-11-20,ad_free,6.99,True,0.3,4.893,False,0.0
2022-11-27,ad_supported,4.99,True,0.3,3.493,False,0.0
2022-11-27,ad_free,6.99,True,0.3,4.893,False,0.0
2022-12-04,ad_supported,4.99,True,0.3,3.493,False,0.0
2022-12-04,ad_free,6.99,True,0.3,4.893,False,0.0
2022-12-11,ad_supported,4.99,True,0.3,3.493,False,0.0
2022-12-11,ad_free,6.99,True,0.3,4.893,False,0.0
2022-12-18,ad_supported,4.99,True,0.3,3.493,False,0.0
2022-12-18,ad_free,6.99,True,0.3,4.893,False,0.0
2022-12-25,ad_supported,4.99,True,0.3,3.493,False,0.0
2022-12-25,ad_free,6.99,True,0.3,4.893,False,0.0
2023-01-01,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-01-01,ad_free,6.99,False,0.0,6.99,False,0.0
2023-01-08,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-01-08,ad_free,6.99,False,0.0,6.99,False,0.0
2023-01-15,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-01-15,ad_free,6.99,False,0.0,6.99,False,0.0
2023-01-22,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-01-22,ad_free,6.99,False,0.0,6.99,False,0.0
2023-01-29,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-01-29,ad_free,6.99,False,0.0,6.99,False,0.0
2023-02-05,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-02-05,ad_free,6.99,False,0.0,6.99,False,0.0
2023-02-12,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-02-12,ad_free,6.99,False,0.0,6.99,False,0.0
2023-02-19,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-02-19,ad_free,6.99,False,0.0,6.99,False,0.0
2023-02-26,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-02-26,ad_free,6.99,False,0.0,6.99,False,0.0
2023-03-05,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-03-05,ad_free,6.99,False,0.0,6.99,False,0.0
2023-03-12,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-03-12,ad_free,6.99,False,0.0,6.99,False,0.0
2023-03-19,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-03-19,ad_free,6.99,False,0.0,6.99,False,0.0
2023-03-26,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-03-26,ad_free,6.99,False,0.0,6.99,False,0.0
2023-04-02,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-04-02,ad_free,6.99,False,0.0,6.99,False,0.0
2023-04-09,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-04-09,ad_free,6.99,False,0.0,6.99,False,0.0
2023-04-16,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-04-16,ad_free,6.99,False,0.0,6.99,False,0.0
2023-04-23,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-04-23,ad_free,6.99,False,0.0,6.99,False,0.0
2023-04-30,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-04-30,ad_free,6.99,False,0.0,6.99,False,0.0
2023-05-07,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-05-07,ad_free,6.99,False,0.0,6.99,False,0.0
2023-05-14,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-05-14,ad_free,6.99,False,0.0,6.99,False,0.0
2023-05-21,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-05-21,ad_free,6.99,False,0.0,6.99,False,0.0
2023-05-28,ad_supported,4.99,False,0.0,4.99,False,0.0
2023-05-28,ad_free,6.99,False,0.0,6.99,False,0.0
2023-06-04,ad_supported,5.99,False,0.0,5.99,True,0.2004008016032064
2023-06-04,ad_free,7.99,False,0.0,7.99,True,0.14306151645207432
2023-06-11,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-06-11,ad_free,7.99,False,0.0,7.99,False,0.0
2023-06-18,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-06-18,ad_free,7.99,False,0.0,7.99,False,0.0
2023-06-25,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-06-25,ad_free,7.99,False,0.0,7.99,False,0.0
2023-07-02,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-07-02,ad_free,7.99,False,0.0,7.99,False,0.0
2023-07-09,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-07-09,ad_free,7.99,False,0.0,7.99,False,0.0
2023-07-16,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-07-16,ad_free,7.99,False,0.0,7.99,False,0.0
2023-07-23,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-07-23,ad_free,7.99,False,0.0,7.99,False,0.0
2023-07-30,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-07-30,ad_free,7.99,False,0.0,7.99,False,0.0
2023-08-06,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-08-06,ad_free,7.99,False,0.0,7.99,False,0.0
2023-08-13,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-08-13,ad_free,7.99,False,0.0,7.99,False,0.0
2023-08-20,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-08-20,ad_free,7.99,False,0.0,7.99,False,0.0
2023-08-27,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-08-27,ad_free,7.99,False,0.0,7.99,False,0.0
2023-09-03,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-09-03,ad_free,7.99,False,0.0,7.99,False,0.0
2023-09-10,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-09-10,ad_free,7.99,False,0.0,7.99,False,0.0
2023-09-17,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-09-17,ad_free,7.99,False,0.0,7.99,False,0.0
2023-09-24,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-09-24,ad_free,7.99,False,0.0,7.99,False,0.0
2023-10-01,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-10-01,ad_free,7.99,False,0.0,7.99,False,0.0
2023-10-08,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-10-08,ad_free,7.99,False,0.0,7.99,False,0.0
2023-10-15,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-10-15,ad_free,7.99,False,0.0,7.99,False,0.0
2023-10-22,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-10-22,ad_free,7.99,False,0.0,7.99,False,0.0
2023-10-29,ad_supported,5.99,False,0.0,5.99,False,0.0
2023-10-29,ad_free,7.99,False,0.0,7.99,False,0.0
2023-11-05,ad_supported,5.99,True,0.3,4.193,False,0.0
2023-11-05,ad_free,7.99,True,0.3,5.593,False,0.0
2023-11-12,ad_supported,5.99,True,0.3,4.193,False,0.0
2023-11-12,ad_free,7.99,True,0.3,5.593,False,0.0
2023-11-19,ad_supported,5.99,True,0.3,4.193,False,0.0
2023-11-19,ad_free,7.99,True,0.3,5.593,False,0.0
2023-11-26,ad_supported,5.99,True,0.3,4.193,False,0.0
2023-11-26,ad_free,7.99,True,0.3,5.593,False,0.0
2023-12-03,ad_supported,5.99,True,0.3,4.193,False,0.0
2023-12-03,ad_free,7.99,True,0.3,5.593,False,0.0
2023-12-10,ad_supported,5.99,True,0.3,4.193,False,0.0
2023-12-10,ad_free,7.99,True,0.3,5.593,False,0.0
2023-12-17,ad_supported,5.99,True,0.3,4.193,False,0.0
2023-12-17,ad_free,7.99,True,0.3,5.593,False,0.0
2023-12-24,ad_supported,5.99,True,0.3,4.193,False,0.0
2023-12-24,ad_free,7.99,True,0.3,5.593,False,0.0
2023-12-31,ad_supported,5.99,True,0.3,4.193,False,0.0
2023-12-31,ad_free,7.99,True,0.3,5.593,False,0.0
2024-01-07,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-01-07,ad_free,7.99,False,0.0,7.99,False,0.0
2024-01-14,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-01-14,ad_free,7.99,False,0.0,7.99,False,0.0
2024-01-21,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-01-21,ad_free,7.99,False,0.0,7.99,False,0.0
2024-01-28,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-01-28,ad_free,7.99,False,0.0,7.99,False,0.0
2024-02-04,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-02-04,ad_free,7.99,False,0.0,7.99,False,0.0
2024-02-11,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-02-11,ad_free,7.99,False,0.0,7.99,False,0.0
2024-02-18,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-02-18,ad_free,7.99,False,0.0,7.99,False,0.0
2024-02-25,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-02-25,ad_free,7.99,False,0.0,7.99,False,0.0
2024-03-03,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-03-03,ad_free,9.99,False,0.0,9.99,True,0.12515644555694627
2024-03-10,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-03-10,ad_free,9.99,False,0.0,9.99,False,0.0
2024-03-17,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-03-17,ad_free,9.99,False,0.0,9.99,False,0.0
2024-03-24,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-03-24,ad_free,9.99,False,0.0,9.99,False,0.0
2024-03-31,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-03-31,ad_free,9.99,False,0.0,9.99,False,0.0
2024-04-07,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-04-07,ad_free,9.99,False,0.0,9.99,False,0.0
2024-04-14,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-04-14,ad_free,9.99,False,0.0,9.99,False,0.0
2024-04-21,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-04-21,ad_free,9.99,False,0.0,9.99,False,0.0
2024-04-28,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-04-28,ad_free,9.99,False,0.0,9.99,False,0.0
2024-05-05,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-05-05,ad_free,9.99,False,0.0,9.99,False,0.0
2024-05-12,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-05-12,ad_free,9.99,False,0.0,9.99,False,0.0
2024-05-19,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-05-19,ad_free,9.99,False,0.0,9.99,False,0.0
2024-05-26,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-05-26,ad_free,9.99,False,0.0,9.99,False,0.0
2024-06-02,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-06-02,ad_free,9.99,False,0.0,9.99,False,0.0
2024-06-09,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-06-09,ad_free,9.99,False,0.0,9.99,False,0.0
2024-06-16,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-06-16,ad_free,9.99,False,0.0,9.99,False,0.0
2024-06-23,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-06-23,ad_free,9.99,False,0.0,9.99,False,0.0
2024-06-30,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-06-30,ad_free,9.99,False,0.0,9.99,False,0.0
2024-07-07,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-07-07,ad_free,9.99,False,0.0,9.99,False,0.0
2024-07-14,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-07-14,ad_free,9.99,False,0.0,9.99,False,0.0
2024-07-21,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-07-21,ad_free,9.99,False,0.0,9.99,False,0.0
2024-07-28,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-07-28,ad_free,9.99,False,0.0,9.99,False,0.0
2024-08-04,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-08-04,ad_free,9.99,False,0.0,9.99,False,0.0
2024-08-11,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-08-11,ad_free,9.99,False,0.0,9.99,False,0.0
2024-08-18,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-08-18,ad_free,9.99,False,0.0,9.99,False,0.0
2024-08-25,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-08-25,ad_free,9.99,False,0.0,9.99,False,0.0
2024-09-01,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-09-01,ad_free,9.99,False,0.0,9.99,False,0.0
2024-09-08,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-09-08,ad_free,9.99,False,0.0,9.99,False,0.0
2024-09-15,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-09-15,ad_free,9.99,False,0.0,9.99,False,0.0
2024-09-22,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-09-22,ad_free,9.99,False,0.0,9.99,False,0.0
2024-09-29,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-09-29,ad_free,9.99,False,0.0,9.99,False,0.0
2024-10-06,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-10-06,ad_free,9.99,False,0.0,9.99,False,0.0
2024-10-13,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-10-13,ad_free,9.99,False,0.0,9.99,False,0.0
2024-10-20,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-10-20,ad_free,9.99,False,0.0,9.99,False,0.0
2024-10-27,ad_supported,5.99,False,0.0,5.99,False,0.0
2024-10-27,ad_free,9.99,False,0.0,9.99,False,0.0
2024-11-03,ad_supported,5.99,True,0.3,4.193,False,0.0
2024-11-03,ad_free,9.99,True,0.3,6.293,False,0.0
2024-11-10,ad_supported,5.99,True,0.3,4.193,False,0.0
2024-11-10,ad_free,9.99,True,0.3,6.293,False,0.0
2024-11-17,ad_supported,5.99,True,0.3,4.193,False,0.0
2024-11-17,ad_free,9.99,True,0.3,6.293,False,0.0
2024-11-24,ad_supported,5.99,True,0.3,4.193,False,0.0
2024-11-24,ad_free,9.99,True,0.3,6.293,False,0.0
2024-12-01,ad_supported,5.99,True,0.3,4.193,False,0.0
2024-12-01,ad_free,9.99,True,0.3,6.293,False,0.0
2024-12-08,ad_supported,5.99,True,0.3,4.193,False,0.0
2024-12-08,ad_free,9.99,True,0.3,6.293,False,0.0
2024-12-15,ad_supported,5.99,True,0.3,4.193,False,0.0
2024-12-15,ad_free,9.99,True,0.3,6.293,False,0.0
2024-12-22,ad_supported,5.99,True,0.3,4.193,False,0.0
2024-12-22,ad_free,9.99,True,0.3,6.293,False,0.0
2024-12-29,ad_supported,5.99,True,0.3,4.193,False,0.0
2024-12-29,ad_free,9.99,True,0.3,6.293,False,0.0
